catnr;catnrstring;bez_de;bez_en;bez_fr;bez_ru
75411042;75411042;Seitenwand S.75, 3HE/240T, m.Grl,;Side plate S.75 3U/240D with h;Paroi Sér75,3U/240P/+ tr poign;Side plate S.75 3U/240D with h
75411043;75411043;Seitenwand S.75, 6HE/240T, m.Grl,;Side plate S.75 6U/240D with h;Paroi Sér75,6U/240P/+ tr poign;Side plate S.75 6U/240D with h
75601000;75601000;"19""-BGT S.75, 6HE/172,5T, B,";"19""subrack S.75 6U/172,5D  B,";Bac Sér75,6U/172,5P/B,ss tr po;"19""subrack S.75 6U/172,5D  B,"
75601010;75601010;"19""-BGT S.75, EMV, 6HE/172,5T";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,CEM,6U/172,5P/B,ss t;"19""subrack S.75 6U/172,5D EMC,"
75601100;75601100;"19""-BGT S.75, 6HE/172,5T, B,";"19""subrack S.75 6U/172,5D  B,";Bac Sér75,6U/172,5P/B,+ tr poi;"19""subrack S.75 6U/172,5D  B,"
75601110;75601110;"19""-BGT S.75, EMV, 6HE/172,5T";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,CEM,6U/172,5P/B,+ tr;"19""subrack S.75 6U/172,5D EMC,"
75602000;75602000;"19""-BGT S.75, 6HE/172,5T, C,";"19""subrack S.75 6U/172,5D  C,";Bac Sér75,6U/172,5P/C,ss tr po;"19""subrack S.75 6U/172,5D  C,"
75602010;75602010;"19""-BGT S.75, EMV, 6HE/172,5T";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,CEM,6U/172,5P/C,ss t;"19""subrack S.75 6U/172,5D EMC,"
75602100;75602100;"19""-BGT S.75, 6HE/172,5T, C,";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,6U/172,5P/C,+ tr poi;"19""subrack S.75 6U/172,5D EMC,"
75602110;75602110;"19""-BGT S.75, EMV, 6HE/172,5T";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,CEM,6U/172,5P/C,+ tr;"19""subrack S.75 6U/172,5D EMC,"
75604010;75604010;"19""-BGT S.75, EMV, 6HE/172,5T";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,CEM,6U/172,5P/E,ss t;"19""subrack S.75 6U/172,5D EMC,"
75604110;75604110;"19""-BGT S.75, EMV, 6HE/172,5T";"19""subrack S.75 6U/172,5D EMC,";Bac Sér75,CEM,6U/172,5P/E,+ tr;"19""subrack S.75 6U/172,5D EMC,"
75611000;75611000;"19""-BGT S.75, 6HE/210T, B, o.";"19""subrack S.75 6U/210D  B, w/";Bac Sér75,6U/210P/B,ss tr poig;"19""subrack S.75 6U/210D  B, w/"
75611010;75611010;"19""-BGT S.75, EMV, 6HE/210T,";"19""subrack S.75 6U/210D EMC, B";Bac Sér75,CEM,6U/210P/B,ss tr;"19""subrack S.75 6U/210D EMC, B"
75611100;75611100;"19""-BGT S.75, 6HE/210T, B, m.";"19""subrack S.75 6U/210D  B, wi";Bac Sér75,6U/210P/B,+ tr poign;"19""subrack S.75 6U/210D  B, wi"
75611110;75611110;"19""-BGT S.75, EMV, 6HE/210T,";"19""subrack S.75 6U/210D EMC, B";Bac Sér75,CEM,6U/210P/B,+ tr p;"19""subrack S.75 6U/210D EMC, B"
75612000;75612000;"19""-BGT S.75, 6HE/210T, C, o.";"19""subrack S.75 6U/210D  C, w/";Bac Sér75,6U/210P/C,ss tr poig;"19""subrack S.75 6U/210D  C, w/"
75612010;75612010;"19""-BGT S.75, EMV, 6HE/210T,";"19""subrack S.75 6U/210D EMC, C";Bac Sér75,CEM,6U/210P/C,ss tr;"19""subrack S.75 6U/210D EMC, C"
75612100;75612100;"19""-BGT S.75, 6HE/210T, C, m.";"19""subrack S.75 6U/210D  C, wi";Bac Sér75,6U/210P/C,+ tr poign;"19""subrack S.75 6U/210D  C, wi"
75612110;75612110;"19""-BGT S.75, EMV, 6HE/210T,";"19""subrack S.75 6U/210D EMC, C";Bac Sér75,CEM,6U/210P/C,+ tr p;"19""subrack S.75 6U/210D EMC, C"
75614010;75614010;"19""-BGT S.75, EMV, 6HE/210T,";"19""subrack S.75 6U/210D EMC, E";Bac Sér75,CEM,6U/210P/E,ss tr;"19""subrack S.75 6U/210D EMC, E"
75614110;75614110;"19""-BGT S.75, EMV, 6HE/210T,";"19""subrack S.75 6U/210D EMC, E";Bac Sér75,CEM,6U/210P/E,+ tr p;"19""subrack S.75 6U/210D EMC, E"
77301000;77301000;"19""-BGT S.77, 3HE/172,5T, B,";"19""subrack S.77 3U/172,5D  B,";Bac Sér77, 3U/172,5P/B,ss tr p;"19""subrack S.77 3U/172,5D  B,"
77301010;77301010;"19""-BGT S.77, EMV, 3HE/172,5T";"19""subrack S.77 3U/172,5D EMC,";Bac Sér77,CEM, 3U/172,5P/B,ss;"19""subrack S.77 3U/172,5D EMC,"
77301100;77301100;"19""-BGT S.77, 3HE/172,5T, B,";"19""subrack S.77 3U/172,5D  B,";Bac Sér77, 3U/172,5P/B,+ tr po;"19""subrack S.77 3U/172,5D  B,"
77301110;77301110;"19""-BGT S.77, EMV, 3HE/172,5T";"19""subrack S.77 3U/172,5D EMC,";Bac Sér77,CEM, 3U/172,5P/B,+ t;"19""subrack S.77 3U/172,5D EMC,"
77302000;77302000;"19""-BGT S.77, 3HE/172,5T, C,";"19""subrack S.77 3U/172,5D  C,";Bac Sér77, 3U/172,5P/C,ss tr p;"19""subrack S.77 3U/172,5D  C,"
77302010;77302010;"19""-BGT S.77, EMV, 3HE/172,5T";"19""subrack S.77 3U/172,5D EMC,";Bac Sér77,CEM, 3U/172,5P/C,ss;"19""subrack S.77 3U/172,5D EMC,"
77302100;77302100;"19""-BGT S.77, 3HE/172,5T, C,";"19""subrack S.77 3U/172,5D  C,";Bac Sér77, 3U/172,5P/C,+ tr po;"19""subrack S.77 3U/172,5D  C,"
77302110;77302110;"19""-BGT S.77, EMV, 3HE/172,5T";"19""subrack S.77 3U/172,5D EMC,";Bac Sér77,CEM, 3U/172,5P/C,+ t;"19""subrack S.77 3U/172,5D EMC,"
77304010;77304010;"19""-BGT S.77, EMV, 3HE/172,5T";"19""subrack S.77 3U/172,5D EMC,";Bac Sér77,CEM, 3U/172,5P/E,ss;"19""subrack S.77 3U/172,5D EMC,"
77311000;77311000;"19""-BGT S.77, 3HE/210T, B, o.";"19""subrack S.77 3U/210D  B, w/";Bac Sér77, 3U/210P/B,ss tr poi;"19""subrack S.77 3U/210D  B, w/"
77311010;77311010;"19""-BGT S.77, EMV, 3HE/210T,";"19""subrack S.77 3U/210D EMC, B";Bac Sér77,CEM, 3U/210P/B,ss tr;"19""subrack S.77 3U/210D EMC, B"
77311100;77311100;"19""-BGT S.77, 3HE/210T, B, m.";"19""subrack S.77 3U/210D  B, wi";Bac Sér77, 3U/210P/B,+ tr poig;"19""subrack S.77 3U/210D  B, wi"
77311110;77311110;"19""-BGT S.77, EMV, 3HE/210T,";"19""subrack S.77 3U/210D EMC, B";Bac Sér77,CEM, 3U/210P/B,+ tr;"19""subrack S.77 3U/210D EMC, B"
77312000;77312000;"19""-BGT S.77, 3HE/210T, C, o.";"19""subrack S.77 3U/210D C, w/o";Bac Sér77, 3U/210P/C,ss tr poi;"19""subrack S.77 3U/210D C, w/o"
77312010;77312010;"19""-BGT S.77, EMV, 3HE/210T,";"19""subrack S.77 3U/210D EMC, C";Bac Sér77,CEM, 3U/210P/C,ss tr;"19""subrack S.77 3U/210D EMC, C"
77312100;77312100;"19""-BGT S.77, 3HE/210T, C, m.";"19""subrack S.77 3U/210D  C, wi";Bac Sér77, 3U/210P/C,+ tr poig;"19""subrack S.77 3U/210D  C, wi"
77312110;77312110;"19""-BGT S.77, EMV, 3HE/210T,";"19""subrack S.77 3U/210D EMC, C";Bac Sér77,CEM, 3U/210P/C,+ tr;"19""subrack S.77 3U/210D EMC, C"
77314010;77314010;"19""-BGT S.77, EMV, 3HE/210T,";"19""subrack S.77 3U/210D EMC, E";Bac Sér77,CEM, 3U/210P/E,ss tr;"19""subrack S.77 3U/210D EMC, E"
77314110;77314110;"19""-BGT S.77, EMV, 3HE/210T,";"19""subrack S.77 3U/210D EMC, E";Bac Sér77,CEM, 3U/210P/E,+ tr;"19""subrack S.77 3U/210D EMC, E"
77321000;77321000;"19""-BGT S.77, 3HE/270T, B, o.";"19""subrack S.77 3U/270D  B, w/";Bac Sér77, 3U/270P/B,ss tr poi;"19""subrack S.77 3U/270D  B, w/"
77321010;77321010;"19""-BGT S.77, EMV, 3HE/270T,";"19""subrack S.77 3U/270D EMC, B";Bac Sér77,CEM, 3U/270P/B,ss tr;"19""subrack S.77 3U/270D EMC, B"
77321100;77321100;"19""-BGT S.77, 3HE/270T, B, m.";"19""subrack S.77 3U/270D  B, wi";Bac Sér77, 3U/270P/B,+ tr poig;"19""subrack S.77 3U/270D  B, wi"
77321110;77321110;"19""-BGT S.77, EMV, 3HE/270T,";"19""subrack S.77 3U/270D EMC, B";Bac Sér77,CEM, 3U/270P/B,+ tr;"19""subrack S.77 3U/270D EMC, B"
77322000;77322000;"19""-BGT S.77, 3HE/270T, C, o.";"19""subrack S.77 3U/270D  C, w/";Bac Sér77, 3U/270P/C,ss tr poi;"19""subrack S.77 3U/270D  C, w/"
77322010;77322010;"19""-BGT S.77, EMV, 3HE/270T,";"19""subrack S.77 3U/270D EMC, C";Bac Sér77,CEM, 3U/270P/C,ss tr;"19""subrack S.77 3U/270D EMC, C"
77322100;77322100;"19""-BGT S.77, 3HE/270T, C, m.";"19""subrack S.77 3U/270D  C, wi";Bac Sér77, 3U/270P/C,+ tr poig;"19""subrack S.77 3U/270D  C, wi"
77322110;77322110;"19""-BGT S.77, EMV, 3HE/270T,";"19""subrack S.77 3U/270D EMC, C";Bac Sér77,CEM, 3U/270P/C,+ tr;"19""subrack S.77 3U/270D EMC, C"
77324010;77324010;"19""-BGT S.77, EMV, 3HE/270T,";"19""subrack S.77 3U/270D EMC, E";Bac Sér77,CEM, 3U/270P/E,ss tr;"19""subrack S.77 3U/270D EMC, E"
77324110;77324110;"19""-BGT S.77, EMV, 3HE/270T,";"19""subrack S.77 3U/270D EMC, E";Bac Sér77,CEM, 3U/270P/E,+ tr;"19""subrack S.77 3U/270D EMC, E"
77401000;77401000;"19""-BGT S.77, 4HE/172,5T, B,";"19""subrack S.77 4U/172,5D  B,";Bac Sér77, 4U/172,5P/B,ss tr p;"19""subrack S.77 4U/172,5D  B,"
77401010;77401010;"19""-BGT S.77, EMV, 4HE/172,5T";"19""subrack S.77 4U/172,5D EMC,";Bac Sér77,CEM, 4U/172,5P/B,ss;"19""subrack S.77 4U/172,5D EMC,"
77401100;77401100;"19""-BGT S.77, 4HE/172,5T, B,";"19""subrack S.77 4U/172,5D  B,";Bac Sér77, 4U/172,5P/B,+ tr po;"19""subrack S.77 4U/172,5D  B,"
77401110;77401110;"19""-BGT S.77, EMV, 4HE/172,5T";"19""subrack S.77 4U/172,5D EMC,";Bac Sér77,CEM, 4U/172,5P/B,+ t;"19""subrack S.77 4U/172,5D EMC,"
77404010;77404010;"19""-BGT S.77, EMV, 4HE/172,5T";"19""subrack S.77 4U/172,5D EMC,";Bac Sér77,CEM, 4U/172,5P/E,ss;"19""subrack S.77 4U/172,5D EMC,"
77404110;77404110;"19""-BGT S.77, EMV, 4HE/172,5T";"19""subrack S.77 4U/172,5D EMC,";Bac Sér77,CEM, 4U/172,5P/E,+ t;"19""subrack S.77 4U/172,5D EMC,"
77411000;77411000;"19""-BGT S.77, 4HE/210T, B, o.";"19""subrack S.77 4U/210D  B, w/";Bac Sér77, 4U/210P/B,ss tr poi;"19""subrack S.77 4U/210D  B, w/"
77411010;77411010;"19""-BGT S.77, EMV, 4HE/210T,";"19""subrack S.77 4U/210D EMC, B";Bac Sér77,CEM, 4U/210P/B,ss tr;"19""subrack S.77 4U/210D EMC, B"
77411100;77411100;"19""-BGT S.77, 4HE/210T, B, m.";"19""subrack S.77 4U/210D  B, wi";Bac Sér77, 4U/210P/B,+ tr poig;"19""subrack S.77 4U/210D  B, wi"
77411110;77411110;"19""-BGT S.77, EMV, 4HE/210T,";"19""subrack S.77 4U/210D EMC, B";Bac Sér77,CEM, 4U/210P/B,+ tr;"19""subrack S.77 4U/210D EMC, B"
77412001;77412001;Seitenwand abges. S.77, 3HE/172,5;Trimmed side plates S.77 3U/17;Paroi + encoches Sér77, 3U/172;Trimmed side plates S.77 3U/17
77412002;77412002;Seitenwand abges. S.77, 4HE/172,5;Trimmed side plates S.77 4U/17;Paroi + encoches Sér77, 4U/172;Trimmed side plates S.77 4U/17
77412003;77412003;Seitenwand abges. S.77, 6HE/172,5;Trimmed side plates S.77 6U/17;Paroi + encoches Sér77, 6U/172;Trimmed side plates S.77 6U/17
77412004;77412004;Seitenwand abges. S.77, 9HE/172,5;Trimmed side plates S.77 9U/17;Paroi + encoches Sér77, 9U/172;Trimmed side plates S.77 9U/17
77412005;77412005;Seitenwand abges. S.77, 3HE/210T,;Trimmed side plates S.77 3U/21;Paroi + encoches Sér77, 3U/210;Trimmed side plates S.77 3U/21
77412006;77412006;Seitenwand abges. S.77, 4HE/210T,;Trimmed side plates S.77 4U/21;Paroi + encoches Sér77, 4U/210;Trimmed side plates S.77 4U/21
77412007;77412007;Seitenwand abges. S.77, 6HE/210T,;Trimmed side plates S.77 6U/21;Paroi + encoches Sér77, 6U/210;Trimmed side plates S.77 6U/21
77412008;77412008;Seitenwand abges. S.77, 9HE/210T,;Trimmed side plates S.77 9U/21;Paroi + encoches Sér77, 9U/210;Trimmed side plates S.77 9U/21
77412009;77412009;Seitenwand abges. S.77, 3HE/270T,;Trimmed side plates S.77 3U/27;Paroi + encoches Sér77, 3U/270;Trimmed side plates S.77 3U/27
77412010;77412010;Seitenwand abges. S.77, 4HE/270T,;Trimmed side plates S.77 4U/27;Paroi + encoches Sér77, 4U/270;Trimmed side plates S.77 4U/27
77412011;77412011;Seitenwand abges. S.77, 6HE/270T,;Trimmed side plates S.77 6U/27;Paroi + encoches Sér77, 6U/270;Trimmed side plates S.77 6U/27
77412012;77412012;Seitenwand abges. S.77, 9HE/270T,;Trimmed side plates S.77 9U/27;Paroi + encoches Sér77, 9U/270;Trimmed side plates S.77 9U/27
77414010;77414010;"19""-BGT S.77, EMV, 4HE/210T,";"19""subrack S.77 4U/210D EMC, E";Bac Sér77,CEM, 4U/210P/E,ss tr;"19""subrack S.77 4U/210D EMC, E"
77414110;77414110;"19""-BGT S.77, EMV, 4HE/210T,";"19""subrack S.77 4U/210D EMC, E";Bac Sér77,CEM, 4U/210P/E,+ tr;"19""subrack S.77 4U/210D EMC, E"
77421000;77421000;"19""-BGT S.77, 4HE/270T, B, o.";"19""subrack S.77 4U/270D  B, w/";Bac Sér77, 4U/270P/B,ss tr poi;"19""subrack S.77 4U/270D  B, w/"
77421010;77421010;"19""-BGT S.77, EMV, 4HE/270T,";"19""subrack S.77 4U/270D EMC, B";Bac Sér77,CEM, 4U/270P/B,ss tr;"19""subrack S.77 4U/270D EMC, B"
77421100;77421100;"19""-BGT S.77, 4HE/270T, B, m.";"19""subrack S.77 4U/270D  B, wi";Bac Sér77, 4U/270P/B,+ tr poig;"19""subrack S.77 4U/270D  B, wi"
77421110;77421110;"19""-BGT S.77, EMV, 4HE/270T,";"19""subrack S.77 4U/270D EMC, B";Bac Sér77,CEM, 4U/270P/B,+ tr;"19""subrack S.77 4U/270D EMC, B"
77424010;77424010;"19""-BGT S.77, EMV, 4HE/270T,";"19""subrack S.77 4U/270D EMC, E";Bac Sér77,CEM, 4U/270P/E,ss tr;"19""subrack S.77 4U/270D EMC, E"
77424110;77424110;"19""-BGT S.77, EMV, 4HE/270T,";"19""subrack S.77 4U/270D EMC, E";Bac Sér77,CEM, 4U/270P/E,+ tr;"19""subrack S.77 4U/270D EMC, E"
77601000;77601000;"19""-BGT S.77, 6HE/172,5T, B,";"19""subrack S.77 6U/172,5D  B,";Bac Sér77, 6U/172,5P/B,ss tr p;"19""subrack S.77 6U/172,5D  B,"
77601010;77601010;"19""-BGT S.77, EMV, 6HE/172,5T";"19""subrack S.77 6U/172,5D EMC,";Bac Sér77,CEM, 6U/172,5P/B,ss;"19""subrack S.77 6U/172,5D EMC,"
77601100;77601100;"19""-BGT S.77, 6HE/172,5T, B,";"19""subrack S.77 6U/172,5D  B,";Bac Sér77, 6U/172,5P/B,+ tr po;"19""subrack S.77 6U/172,5D  B,"
77601110;77601110;"19""-BGT S.77, EMV, 6HE/172,5T";"19""subrack S.77 6U/172,5D EMC,";Bac Sér77,CEM, 6U/172,5P/B,+ t;"19""subrack S.77 6U/172,5D EMC,"
77602000;77602000;"19""-BGT S.77, 6HE/172,5T, C,";"19""subrack S.77 6U/172,5D  C,";Bac Sér77, 6U/172,5P/C,ss tr p;"19""subrack S.77 6U/172,5D  C,"
77602010;77602010;"19""-BGT S.77, EMV, 6HE/172,5T";"19""subrack S.77 6U/172,5D EMC,";Bac Sér77,CEM, 6U/172,5P/C,ss;"19""subrack S.77 6U/172,5D EMC,"
77602100;77602100;"19""-BGT S.77, 6HE/172,5T, C,";"19""subrack S.77 6U/172,5D  C,";Bac Sér77, 6U/172,5P/C,+ tr po;"19""subrack S.77 6U/172,5D  C,"
77602110;77602110;"19""-BGT S.77, EMV, 6HE/172,5T";"19""subrack S.77 6U/172,5D EMC,";Bac Sér77,CEM, 6U/172,5P/C,+ t;"19""subrack S.77 6U/172,5D EMC,"
77604010;77604010;"19""-BGT S.77, EMV, 6HE/172,5T";"19""subrack S.77 6U/172,5D EMC,";Bac Sér77,CEM, 6U/172,5P/E,ss;"19""subrack S.77 6U/172,5D EMC,"
77604110;77604110;"19""-BGT S.77, EMV, 6HE/172,5T";"19""subrack S.77 6U/172,5D EMC,";Bac Sér77,CEM, 6U/172,5P/E,+ t;"19""subrack S.77 6U/172,5D EMC,"
77611000;77611000;"19""-BGT S.77, 6HE/210T, B, o.";"19""subrack S.77 6U/210D B, w/o";Bac Sér77, 6U/210P/B,ss tr poi;"19""subrack S.77 6U/210D B, w/o"
77611010;77611010;"19""-BGT S.77, EMV, 6HE/210T,";"19""subrack S.77 6U/210D EMC, B";Bac Sér77,CEM, 6U/210P/B,ss tr;"19""subrack S.77 6U/210D EMC, B"
77611100;77611100;"19""-BGT S.77, 6HE/210T, B, m.";"19""subrack S.77 6U/210D B, wit";Bac Sér77, 6U/210P/B,+ tr poig;"19""subrack S.77 6U/210D B, wit"
77611110;77611110;"19""-BGT S.77, EMV, 6HE/210T,";"19""subrack S.77 6U/210D EMC, B";Bac Sér77,CEM, 6U/210P/B,+ tr;"19""subrack S.77 6U/210D EMC, B"
77612000;77612000;"19""-BGT S.77, 6HE/210T, C, o.";"19""subrack S.77 6U/210D  C, w/";Bac Sér77, 6U/210P/C,ss tr poi;"19""subrack S.77 6U/210D  C, w/"
77612010;77612010;"19""-BGT S.77, EMV, 6HE/210T,";"19""subrack S.77 6U/210D EMC, C";Bac Sér77,CEM, 6U/210P/C,ss tr;"19""subrack S.77 6U/210D EMC, C"
77612100;77612100;"19""-BGT S.77, 6HE/210T, C, m.";"19""subrack S.77 6U/210D  C, wi";Bac Sér77, 6U/210P/C,+ tr poig;"19""subrack S.77 6U/210D  C, wi"
77612110;77612110;"19""-BGT S.77, EMV, 6HE/210T,";"19""subrack S.77 6U/210D EMC, C";Bac Sér77,CEM, 6U/210P/C,+ tr;"19""subrack S.77 6U/210D EMC, C"
77614010;77614010;"19""-BGT S.77, EMV, 6HE/210T,";"19""subrack S.77 6U/210D EMC, E";Bac Sér77,CEM, 6U/210P/E,ss tr;"19""subrack S.77 6U/210D EMC, E"
77614110;77614110;"19""-BGT S.77, EMV, 6HE/210T,";"19""subrack S.77 6U/210D EMC, E";Bac Sér77,CEM, 6U/210P/E,+ tr;"19""subrack S.77 6U/210D EMC, E"
77621000;77621000;"19""-BGT S.77, 6HE/270T, B, o.";"19""subrack S.77 6U/270D  B, w/";Bac Sér77, 6U/270P/B,ss tr poi;"19""subrack S.77 6U/270D  B, w/"
77621010;77621010;"19""-BGT S.77, EMV, 6HE/270T,";"19""subrack S.77 6U/270D EMC, B";Bac Sér77,CEM, 6U/270P/B,ss tr;"19""subrack S.77 6U/270D EMC, B"
77621100;77621100;"19""-BGT S.77, 6HE/270T, B, m.";"19""subrack S.77 6U/270D  B, wi";Bac Sér77, 6U/270P/B,+ tr poig;"19""subrack S.77 6U/270D  B, wi"
77621110;77621110;"19""-BGT S.77, EMV, 6HE/270T,";"19""subrack S.77 6U/270D EMC, B";Bac Sér77,CEM, 6U/270P/B,+ tr;"19""subrack S.77 6U/270D EMC, B"
77622000;77622000;"19""-BGT S.77, 6HE/270T, C, o.";"19""subrack S.77 6U/270D  C, w/";Bac Sér77, 6U/270P/C,ss tr poi;"19""subrack S.77 6U/270D  C, w/"
77622010;77622010;"19""-BGT S.77, EMV, 6HE/270T,";"19""subrack S.77 6U/270D EMC, C";Bac Sér77,CEM, 6U/270P/C,ss tr;"19""subrack S.77 6U/270D EMC, C"
77622100;77622100;"19""-BGT S.77, 6HE/270T, C, m.";"19""subrack S.77 6U/270D  C, wi";Bac Sér77, 6U/270P/C,+ tr poig;"19""subrack S.77 6U/270D  C, wi"
77622110;77622110;"19""-BGT S.77, EMV, 6HE/270T,";"19""subrack S.77 6U/270D EMC, C";Bac Sér77,CEM, 6U/270P/C,+ tr;"19""subrack S.77 6U/270D EMC, C"
77624010;77624010;"19""-BGT S.77, EMV, 6HE/270T,";"19""subrack S.77 6U/270D EMC, E";Bac Sér77,CEM, 6U/270P/E,ss tr;"19""subrack S.77 6U/270D EMC, E"
77624110;77624110;"19""-BGT S.77,EMV,6HE/270T,E,m";"19""subrack S.77 6U/270D EMC, E";Bac Sér77,CEM, 6U/270P/E,+ tr;"19""subrack S.77 6U/270D EMC, E"
78012050;78012050;Deckblech EMV S.75/77 84TE EK1;Cover plate 84HP/172,5D alodin;Capot pour 172,5P/84HP, alodin;Cover plate 84HP/172,5D alodin
78012051;78012051;Deckblech EMV S.75/77 84TE EK2;Cover plate 84HP/232,5D alodin;Capot pour 232,5P/84HP, alodin;Cover plate 84HP/232,5D alodin
78012060;78012060;Schutzhaube EMV S.75/77 3HE/84;Protective hood 3U/84HP alodin;Capot de protection 3U/84HP, a;Protective hood 3U/84HP alodin
78012061;78012061;Schutzhaube EMV S.75/77 6HE/84;Protective hood 6U/84HP alodin;Capot de protection 6U/84HP, a;Protective hood 6U/84HP alodin
79000067;79000067;Teilfrontplatte 3HE/42TE, schwenk;Frontpanel kit 3U/42HP, side;Plaque 3U/42HP/à charnière lat;Frontpanel kit 3U/42HP, side
79000071;79000071;Teilfrontplatte 3HE/63TE, schwenk;Frontpanel kit 3U/63HP, side;Plaque 3U/63HP/à charnière lat;Frontpanel kit 3U/63HP, side
79000075;79000075;Teilfrontplatte 3HE/84TE, schwenk;Frontpanel kit 3U/84HP, side;Plaque 3U/84HP/à charnière lat;Frontpanel kit 3U/84HP, side
79000079;79000079;Teilfrontplatte 6HE/42TE, schwenk;Frontpanel kit 6U/42HP, side;Plaque 6U/42HP/à charnière lat;Frontpanel kit 6U/42HP, side
79000083;79000083;Teilfrontplatte 6HE/63TE, schwenk;Frontpanel kit 6U/63HP, side;Plaque 6U/63HP/à charnière lat;Frontpanel kit 6U/63HP, side
79000087;79000087;Teilfrontplatte 6HE/84TE, schwenk, e;Frontpanel kit 6U/84HP, side;Plaque 6U/84HP/à charnière lat;Frontpanel kit 6U/84HP, side
79000091;79000091;Teilfrontplatte 3HE/42TE, klapp,;Frontpanel kit 3U/42HP, botto;Plaque 3U/42HP/à charnière inf;Frontpanel kit 3U/42HP, botto
79000095;79000095;Teilfrontplatte 3HE/63TE, klapp,;Frontpanel kit 3U/63HP, botto;Plaque 3U/63HP/à charnière inf;Frontpanel kit 3U/63HP, botto
79000099;79000099;Teilfrontplatte 3HE/84TE, klapp,;Frontpanel kit 3U/84HP, botto;Plaque 3U/84HP/à charnière inf;Frontpanel kit 3U/84HP, botto
79000103;79000103;Teilfrontplatte 6HE/42TE, klapp,;Frontpanel kit 6U/42HP, botto;Plaque 6U/42HP/à charnière inf;Frontpanel kit 6U/42HP, botto
79000107;79000107;Teilfrontplatte 6HE/63TE, klapp,;Frontpanel kit 6U/63HP, botto;Plaque 6U/63HP/à charnière inf;Frontpanel kit 6U/63HP, botto
79000111;79000111;Teilfrontplatte 6HE/84TE, klapp, elo;Frontpanel kit 6U/84HP, botto;Plaque 6U/84HP/à charnière inf;Frontpanel kit 6U/84HP, botto
79000113;79000113;Scharnierteilesatz 3HE/42TE kl;Hinge kit 3U/42HP, bottom hing;Kit de charnières inférieures;Hinge kit 3U/42HP, bottom hing
79000114;79000114;Scharnierteilesatz 3HE/63TE, k;Hinge kit 3U/63HP, bottom hing;Kit de charnières inférieures;Hinge kit 3U/63HP, bottom hing
79000300;79000300;Teileinsatz 3HE/14TE/172,5T, c;Plug-in unit 3U/14HP/172,5D, a;Unit enfich. simple 3U/14HP/17;Plug-in unit 3U/14HP/172,5D, a
79000301;79000301;Teileinsatz 3HE/21TE/172,5T, c;Plug-in unit 3U/21HP/172,5D, a;Unit enfich. simple 3U/21HP/17;Plug-in unit 3U/21HP/172,5D, a
79000302;79000302;Teileinsatz 3HE/28TE/172,5T, c;Plug-in unit 3U/28HP/172,5D, a;Unit enfich. simple 3U/28HP/17;Plug-in unit 3U/28HP/172,5D, a
79000303;79000303;Teileinsatz 3HE/42TE/172,5T, c;Plug-in  unit 3U/42HP/172,5D,;Unit enfich. simple 3U/42HP/17;Plug-in  unit 3U/42HP/172,5D,
79000310;79000310;Teileinsatz 3HE/14TE/232,5T, c;Plug-in  unit 3U/14HP/232,5D,;Unit enfich. simple 3U/14HP/23;Plug-in  unit 3U/14HP/232,5D,
79000311;79000311;Teileinsatz 3HE/21TE/232,5T, c;Plug-in  unit 3U/21HP/232,5D,;Unit enfich. simple 3U/21HP/23;Plug-in  unit 3U/21HP/232,5D,
79000312;79000312;Teileinsatz 3HE/28TE/232,5T, c;Plug-in  unit 3U/28HP/232,5D,;Unit enfich. simple 3U/28HP/23;Plug-in  unit 3U/28HP/232,5D,
79000313;79000313;Teileinsatz 3HE/42TE/232,5T, c;Plug-in  unit 3U/42HP/232,5D,;Unit enfich. simple 3U/42HP/23;Plug-in  unit 3U/42HP/232,5D,
79000320;79000320;Teileinsatz 6HE/14TE/172,5T, c;Plug-in  unit 6U/14HP/172,5D,;Unit enfich. simple 6U/14HP/17;Plug-in  unit 6U/14HP/172,5D,
79000321;79000321;Teileinsatz 6HE/21TE/172,5T, c;Plug-in  unit 6U/21HP/172,5D,;Unit enfich. simple 6U/21HP/17;Plug-in  unit 6U/21HP/172,5D,
79000322;79000322;Teileinsatz 6HE/28TE/172,5T, c;Plug-in  unit 6U/28HP/172,5D,;Unit enfich. simple 6U/28HP/17;Plug-in  unit 6U/28HP/172,5D,
79000323;79000323;Teileinsatz 6HE/42TE/172,5T, c;Plug-in  unit 6U/42HP/172,5D,;Unit enfich. simple 6U/42HP/17;Plug-in  unit 6U/42HP/172,5D,
79000330;79000330;Teileinsatz 6HE/14TE/232,5T, c;Plug-in  unit 6U/14HP/232,5D,;Unit enfich. simple 6U/14HP/23;Plug-in  unit 6U/14HP/232,5D,
79000331;79000331;Teileinsatz 6HE/21TE/232,5T, c;Plug-in  unit 6U/21HP/232,5D,;Unit enfich. simple 6U/21HP/23;Plug-in  unit 6U/21HP/232,5D,
79000332;79000332;Teileinsatz 6HE/28TE/232,5T, c;Plug-in  unit 6U/28HP/232,5D,;Unit enfich. simple 6U/28HP/23;Plug-in  unit 6U/28HP/232,5D,
